,sentiment,emotion,Text
19092,negative,anger,@DellTech ਦੁਆਰਾ ਤਰਸਯੋਗ ਵਿਕਰੀ ਸੇਵਾ ਜੇਕਰ ਤੁਸੀਂ ਆਪਣੀਆਂ ਡਿਲਿਵਰੀ ਵਚਨਬੱਧਤਾਵਾਂ ਨੂੰ ਪੂਰਾ ਨਹੀਂ ਕਰ ਸਕਦੇ ਹੋ ਤਾਂ ਇੱਕ ਨਾ ਕਰੋ। ਫ੍ਰਿਕਿਨ ਨੂੰ ਸਿਰਫ਼ ਇੱਕ ਲੈਪਟਾਪ ਡਿਲੀਵਰ ਕਰਨ ਲਈ 15 ਦਿਨ!! ਬਿਲਕੁਲ ਬੇਤੁਕਾ. @Dell
21912,neutral,anticipation,@thatIdiotonTwit @HiHyderabad ਮਕਸਦ ਹੱਲ ਕੀਤਾ ਭਈਆ ਨੇ @dell ਖਰੀਦਿਆ
19808,positive,joy,"ਵਿਸ਼ਲੇਸ਼ਣ ਇਨਸਾਈਟ 'ਕੋਲਕਾਤਾ ਵਿੱਚ ਚੋਟੀ ਦੀਆਂ ਡਾਟਾ ਵਿਗਿਆਨ ਕੰਪਨੀਆਂ' ਪੇਸ਼ ਕਰਨ ਲਈ ਬਹੁਤ ਖੁਸ਼ ਹੈ
ਹੋਰ ਲਈ ਇੱਥੇ ਦੇਖੋ: https://t.co/qa1y6Y73Sw
ਫੀਚਰਡ ਕੰਪਨੀਆਂ: @AbzoobaAI @thirdeye_data @DataCoreSystems @Nihilent @PNRSoftSol @CRISILLimited @Dell @EY_India @Cognizant
#DataScience https://t.co/VIjgAzk5Kh"
18985,negative,anger,@Dell ਮੈਂ ਇੱਕ ਨਵਾਂ DELL xps ਖਰੀਦਣ ਜਾ ਰਿਹਾ ਹਾਂ। ਉੱਚੀ ਆਵਾਜ਼ ਵਾਲੇ ਪੱਖੇ ਦੀ ਸਮੱਸਿਆ ਨੂੰ ਹੱਲ ਕਰਨ ਦੀ ਲੋੜ ਹੈ। ਇਹ ਬਹੁਤ ਤੰਗ ਕਰਨ ਵਾਲਾ ਹੈ। ਢੱਕਣ ਬੰਦ ਹੋਣ 'ਤੇ ਵੀ ਇੱਕ ਗੁੰਝਲਦਾਰ ਪੱਖਾ? ਜਾਂ ਮੁਅੱਤਲ 'ਤੇ? ਇਹ ਵਰਤੋਂ ਵਿੱਚ ਹੋਣ ਵੇਲੇ ਇੱਕ PS4 ਕੰਸੋਲ ਨਾਲੋਂ ਵੀ ਉੱਚਾ ਹੈ। ਮੈਨੂੰ ਹੈਰਾਨ ਕਰਦੀ ਹੈ
15931,neutral,disgust,@farewellwanderx @Dell ਅਤੇ ਤੁਹਾਨੂੰ ਇੱਕ ਹੋਰ ਡੈੱਲ ਮਿਲਿਆ?!
11340,negative,joy,"@austinlollll @Dell Lol… ਅਜਿਹਾ ਪ੍ਰਯੋਗ ਔਸਟਿਨ। ਮੈਂ ਸੋਚਦਾ ਹਾਂ ਕਿ ਅਸੀਂ ਇਸ ਤਰ੍ਹਾਂ ਆਪਣੇ ਆਪ ਨੂੰ ਲੱਤਾਂ ਵਿੱਚ ਗੋਲੀ ਮਾਰਦੇ ਹਾਂ, ਜੇਕਰ ਸਿਰਫ ਸਾਨੂੰ ਪਤਾ ਹੁੰਦਾ ਕਿ ਕੀ ਹੁੰਦਾ🥺🥺"
10099,positive,joy,@Dell Technologies World ਤੋਂ @wwt_inc ਮਾਹਰਾਂ ਦੇ ਮੁੱਖ ਉਪਾਅ ਦੇਖੋ। #DTW2022 https://t.co/ToLe9Pesde
4830,negative,disgust,"ਹੇ @Dell @MichaelDell ਤੁਹਾਡੀ ਵੈਬਸਾਈਟ 'ਤੇ ਵੱਖੋ ਵੱਖਰੀਆਂ #ਕੀਮਤਾਂ ਕਿਉਂ ਹਨ, ਬਿਲਕੁਲ ਉਸੇ ਉਤਪਾਦ ਲਈ, ਇੱਕੋ ਸਮੇਂ ਵੱਖ-ਵੱਖ ਮਸ਼ੀਨਾਂ/ਬ੍ਰਾਊਜ਼ਰਾਂ 'ਤੇ? #dellxps #dell #tracking #privacy https://t.co/BcVEA43fk3"
10527,neutral,anticipation,ਇੱਕ ਨਵੇਂ AW2521H ਲਈ ਕਿੰਨੇ ਰੀਟਵੀਟਸ? @Alienware @Dell
4330,positive,anticipation,"#article ਛੋਟੇ ਕਾਰੋਬਾਰਾਂ ਵਿੱਚ ਪ੍ਰਬੰਧਿਤ ਖੋਜ ਅਤੇ ਜਵਾਬ (MDR) ਗੋਦ ਕਿਉਂ ਵਧ ਰਿਹਾ ਹੈ। @Dell #ਸੁਰੱਖਿਆ ਮਾਹਰ @secureworks #tagis #XDR ਦੇ ਨਾਲ ਮਿਲ ਕੇ #SMBs ਦੇ ਹਮਲਿਆਂ ਵਿੱਚ ਮਦਦ ਕਰ ਸਕਦੇ ਹਨ #iwork4dell
https://t.co/HSdoFJf27z"
20044,neutral,anger,"@Dell ਤੁਹਾਨੂੰ ਵਿਕਰੀ ਲਈ ਚੈਟ ਵਿਕਲਪ ਸ਼ਾਮਲ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਜਿਵੇਂ ਤੁਸੀਂ ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਲਈ ਕਰਦੇ ਹੋ ਤਾਂ ਜੋ ਗਾਹਕ ਸਿਰਫ਼ ਸਧਾਰਨ ਸਵਾਲਾਂ ਲਈ 2,3 ਹਫ਼ਤੇ ਬਰਬਾਦ ਕਰਨ ਦੀ ਬਜਾਏ ਤੁਰੰਤ ਜਵਾਬ ਦੇ ਸਕਣ।"
6631,negative,anger,@DellCaresPRO @Dell @DellOutlet ਡੈਲ ਗਾਹਕ ਸੇਵਾ ਦੇ ਨਾਲ ਬਹੁਤ ਮਾੜਾ ਅਨੁਭਵ। ਮੇਰੀ ਸੇਵਾ ਬੇਨਤੀ 5 ਜੁਲਾਈ 2022 ਤੋਂ ਲੰਬਿਤ ਹੈ। https://t.co/W8j8xTCh9O
6197,negative,disgust,"@LalahLandSpoke @Dell ਓਹ ਦੇਖੋ, ਇੱਕ ਹੋਰ ਖੁਸ਼ ਗਾਹਕ। ਸੇਵਾ ਬਦਕਿਸਮਤੀ ਨਾਲ ਟਾਇਲਟ ਹੇਠਾਂ ਚਲੀ ਗਈ ਹੈ।"
4371,positive,joy,@Dell ਇਹ ਬਹੁਤ ਵਧੀਆ ਹੈ
22276,neutral,anticipation,@JuddLegum @Dell ਮੈਂ ਡੈਲ ਬਾਰੇ ਭੁੱਲ ਗਿਆ ਹਾਂ
17226,positive,optimism,ਇੱਕ ਅੰਤ-ਤੋਂ-ਅੰਤ ਮੁਲਾਂਕਣ ਦੇ ਮੁੱਲ ਦਾ ਅਨੁਭਵ ਕਰੋ ਜੋ ਕਾਰਵਾਈਯੋਗ ਨਤੀਜੇ ਪ੍ਰਦਾਨ ਕਰਦਾ ਹੈ। ਹੋਰ ਲਈ ਹੁਣੇ ਡਾਊਨਲੋਡ ਕਰੋ! https://t.co/IeUtgFxcwV #dell @Dell https://t.co/QcuekzFqT2
1063,neutral,anticipation,@AGONbyAOC @Dell ਜੇ ਮੈਨੂੰ ਯਾਦ ਹੈ https://t.co/u93SZw1hfa
955,neutral,joy,"@ਮੋਹਨਸਿੰਘਾ @ਡੈਲ
ਐੱਸ ਕੇਅਰਜ਼।"
2242,positive,joy,@Dell @DellTech ਇਹ ਬਹੁਤ ਵਧੀਆ ਹੈ
5196,positive,joy,@Dell : @ens_broker_eth ਅਸੀਂ ਤੁਹਾਨੂੰ ਦੇਖਦੇ ਹਾਂ 😎 https://t.co/4kiKS1kpes https://t.co/vYUieygabn
159,negative,disgust,"@Dell ਹੈੱਡ ਅੱਪ, ਕੁਝ ਡੇਲ ਲੈਪਟਾਪਾਂ 'ਤੇ ਡੈੱਲ ਕਮਾਂਡ ਅੱਪਡੇਟ ਚਲਾਉਣ ਨਾਲ USB ਕਾਰਜਕੁਸ਼ਲਤਾ ਟੁੱਟ ਜਾਂਦੀ ਹੈ। ਸਾਡੇ ਸਾਰੇ 7320 ਜਿਨ੍ਹਾਂ 'ਤੇ ਅਸੀਂ ਡੈਲ ਕਮਾਂਡ ਅੱਪਡੇਟ ਦੀ ਵਰਤੋਂ ਕੀਤੀ ਹੈ, ਵਿੱਚ USB ਸਮੱਸਿਆਵਾਂ ਹਨ। ਕੀਬੋਰਡ, ਮਾਊਸ, ਸਪੀਕਰ ਬਾਰ, USB ਬੇਤਰਤੀਬੇ ਤੌਰ 'ਤੇ ਡਿਸਕਨੈਕਟ ਅਤੇ ਦੁਬਾਰਾ ਕਨੈਕਟ ਹੁੰਦੀ ਹੈ। ਬਹੁਤ ਵਿਘਨਕਾਰੀ..."
3832,negative,sadness,ਮੈਨੂੰ ਬਹੁਤ ਬੁਰਾ ਲੱਗਦਾ ਹੈ ਕਿ ਮੈਂ @Dell ਸਮਰਥਨ ਨਾਲ ਇਸ ਕਾਲ 'ਤੇ ਕਿੰਨੀ ਮੁਸ਼ਕਲ ਜਾ ਰਿਹਾ ਹਾਂ ਪਰ WTF! *ਜਿਵੇਂ ਕਿ ਮੈਨੇਜਰ ਮੇਰੇ ਕੰਨ ਵਿੱਚ ਅੜਚਦਾ ਹੈ* 🫠
10610,positive,anticipation,$VNUE @VNUEINC CEO ਜ਼ੈਕ ਬੇਅਰ ਲਈ ਪਹਿਲੀ ਵਾਰ ਨਹੀਂ ਹੋਵੇਗਾ। ਕੀ ਤੁਸੀਂ ਡੀਡੀ ਚਾਹੁੰਦੇ ਹੋ? ਜਾ ਕੇ ਮੁੰਡੇ ਦੇ ਪਿਛੋਕੜ ਦੀ ਜਾਂਚ ਕਰੋ। ਉਸਨੇ @mcuban ਤੋਂ ਪਹਿਲਾਂ 2 ਕੰਪਨੀਆਂ ਅਤੇ ਇੱਕ @Dell EMC ਨੂੰ ਵੇਚੀਆਂ ਹਨ। VNUE ਉਸਦੀ ਅਜੇ ਤੱਕ ਸਭ ਤੋਂ ਵਧੀਆ ਕੰਪਨੀ ਹੈ https://t.co/n9KdAbi8rm
1715,negative,anger,@DellCares @Dell ਤੁਹਾਡੇ ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਵਿਭਾਗ ਨੂੰ ਸੰਪੂਰਨ ਰੂਪ ਵਿੱਚ ਢਾਹ ਦਿੰਦਾ ਹੈ। ਬਦਲੀ ਲੈਪਟਾਪ ਮੈਨੂੰ ਗਲਤ OS ਨਾਲ ਭੇਜਿਆ ਗਿਆ। ਇੱਥੋਂ ਤੱਕ ਕਿ ਜਦੋਂ ਮੈਂ ਪੁਸ਼ਟੀ ਕਰਨ ਲਈ ਦੋ ਵਾਰ ਕਿਹਾ ਹੈ &amp; ਦੋ ਵਾਰ ਅਣਡਿੱਠ ਕੀਤਾ! ਹੁਣ ਉਨ੍ਹਾਂ ਨੂੰ ਕੁਝ ਨਹੀਂ ਪਤਾ ਕਿ ਉਹ ਕੀ ਕਰਨ। ਸਹੀ OS ਨੂੰ ਸਥਾਪਤ ਕਰਨ ਜਾਂ ਬਦਲੀ 🤔 ਨੂੰ ਬਦਲਣ ਲਈ ਮਨਜ਼ੂਰੀ ਦੀ ਉਡੀਕ ਕਰਨ ਵਾਲੇ ਦਿਨ
14688,neutral,anger,"@elonmusk @MichaelDell @Twitter @Dell @emc ਪੰਜਾਬ ਵਿੱਚ ਕਾਰੋਬਾਰੀ ਖੇਤਰ ਬਣਾਉਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰੋ
ਪੰਜਾਬ ਦੀ ਸਥਿਤੀ ਨੂੰ ਸੁਧਾਰੋ,, ਤੁਸੀਂ ਭਾਰਤੀ ਵਪਾਰੀਆਂ ਨੂੰ ਟੱਕਰ ਦੇਣ ਵਾਲੇ 1 ਵਿਅਕਤੀ,, ਉਮੀਦ ਕਰਦੇ ਹੋ ਕਿ ਤੁਸੀਂ ਇਸ ਨੂੰ ਪੜ੍ਹੋਗੇ ਅਤੇ ਇਸ ਬਾਰੇ ਸੋਚੋਗੇ
ਸਾਰੀਆਂ ਸਿਆਸੀ ਪਾਰਟੀਆਂ ਪੰਜਾਬ ਦਾ ਨੁਕਸਾਨ ਕਰਦੀਆਂ ਹਨ"
20956,negative,anger,"@SavyySavi @Dell_IN ਉਸੇ ਮੁੱਦੇ ਦਾ ਸਾਹਮਣਾ ਕਰਦੇ ਹੋਏ, @dell 3511 ਨੁਕਸ ਵਾਲਾ ਉਤਪਾਦ ਹੈ, @DellCares @DellCaresPRO ਨੇ ਸਾਡੇ ਨਾਲ ਧੋਖਾ ਕੀਤਾ ਹੈ।
ਡੇਲ 'ਤੇ ਕਦੇ ਭਰੋਸਾ ਨਾ ਕਰੋ।"
1478,neutral,disgust,@JJohnsonlesss @TampaBayGary @Dell ਬਿੱਲਾਂ ਦਾ ਭੁਗਤਾਨ ਕਰਨਾ ਲਾਜ਼ਮੀ ਹੈ।
6472,positive,anticipation,@Dell ਹੋਰ ਲਈ ਸਾਡੇ ਡੈਮੋ ਦੀ ਜਾਂਚ ਕਰੋ! https://t.co/Je6JmwxsNs
14326,positive,joy,"@elonmusk @MichaelDell @Twitter @Dell @emc ਤੁਹਾਡੇ ਲਈ ਫਲੋਕੀਵਰਸ ਪਰਿਵਾਰ, ਸਾਡੇ ਮੈਟਾਵਰਸ ਅਤੇ ਵੈੱਬ 3.0 ਅਨੁਕੂਲ ਗੇਮ ਪ੍ਰੋਜੈਕਟ, ਐਨਐਫਟੀ ਮਾਰਕੀਟ, ਪਲੇ ਟੂ ਅਰੰਨ ਪਲੇਟਫਾਰਮ ਵਿੱਚ ਹਿੱਸਾ ਲੈਣ ਦੇ ਕੁਝ ਕਾਰਨ ਹਨ #flokiverse @versefloki #bsc #nft"
21796,neutral,anticipation,@Dell @Alienware ਇੱਕ ਦੋਸਤ ਲਈ ਇੱਥੇ ਪੋਸਟ ਕਰ ਰਿਹਾ ਹੈ... https://t.co/XLL8Jwtlfn
20944,negative,anger,@chaurasiya1101 @Dell @AmazonHelp @MichaelDell Dell3511Scam
4228,neutral,anticipation,"ਗਲੋਬਲ ਬਿਗ ਡੇਟਾ ਟੈਕਨਾਲੋਜੀ ਅਤੇ ਸਰਵਿਸਿਜ਼ ਮਾਰਕੀਟ ਸਾਈਜ਼ ਇਨਸਾਈਟਸ ਅਤੇ ਆਉਟਲੁੱਕ 2027, ਕੰਪਨੀਆਂ ਕਵਰ ਕੀਤੀਆਂ ਗਈਆਂ ਹਨ: @Oracle , @Microsoft , @HP , @SAP , @awscloud , @Dell EMC, @Teradata , @Cisco , ਅਤੇ SAS https://t.co /7NiAznWvEK"
4775,negative,anger,@Yashisnoone @megabusuk @megabus ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਪੂਰੀ ਦੁਨੀਆ ਤੁਹਾਨੂੰ @Dell @amazon ਆਦਿ ਦੀਆਂ ਸ਼ਿਕਾਇਤਾਂ ਦੇਣ ਲਈ ਤਿਆਰ ਹੈ।
13364,positive,joy,@intelcanada @Dell ਜ਼ੂਮ ਪੋਤੇ-ਪੋਤੀਆਂ ਨਾਲ ਕਾਲ ਕਰਦਾ ਹੈ! #ਮਾਂ ਦਿਵਸ
4159,positive,joy,"ਇਸ ਲਈ ਅੱਜ ਸ਼ਿਪਿੰਗ ਕੰਪਨੀ 'ਤੇ ਇੱਕ *FANCY* ਨਵਾਂ ਮਾਈਕ੍ਰੋ-ਮਿਰਰ ਬੰਦ ਕਰ ਦਿੱਤਾ। ਇਹ ਸਾਡਾ ਪਹਿਲਾ @Dell Optiplex 9020 ਮਾਈਕ੍ਰੋ (ਕਿੰਨਾ ਢੁਕਵਾਂ?) ਆਧਾਰਿਤ ਮਾਈਕ੍ਰੋ ਮਿਰਰ ਹੋਵੇਗਾ। ਸਾਡੇ ਭਰੋਸੇਮੰਦ T620s ਦੇ ਕੁਝ ਚੰਗੇ ਫਾਇਦੇ: ਅਸਲ ਵਿੱਚ ਚੰਗੇ nics, beefier cpu, ਹੋਰ RAM।
#mirrorsfcixnet https://t.co/XcjdBGXXQv"
19165,positive,anticipation,ਇਹ ਜਾਣਨ ਲਈ ਇਸ ਵ੍ਹਾਈਟਪੇਪਰ ਨੂੰ ਡਾਉਨਲੋਡ ਕਰੋ ਕਿ ਕਿਵੇਂ ਡੈਲ ਦੀਆਂ ਅਨੁਕੂਲਿਤ ਸੇਵਾਵਾਂ ਤੁਹਾਡੇ ਸ਼ੇਅਰਪੁਆਇੰਟ ਪਲੇਟਫਾਰਮ ਦਾ ਵੱਧ ਤੋਂ ਵੱਧ ਲਾਭ ਲੈਣ ਵਿੱਚ ਤੁਹਾਡੀ ਮਦਦ ਕਰ ਸਕਦੀਆਂ ਹਨ। https://t.co/rUJMwbSweJ #dell @Dell https://t.co/ovM24k9O7R
1811,positive,joy,@honsololam @Dell @UTexasMBA @DellTech @honsololam ਬੱਕਰੀ!
8594,negative,anger,"@SecretGamerGrrl @Dell ਉਹ ਮੇਰੇ ਨਾਲ ਲਗਭਗ ਇੱਕ ਮਹੀਨੇ ਲਈ ਅੱਗੇ-ਪਿੱਛੇ ਬਹਿਸ ਕਰਦੇ ਹਨ ਅਤੇ ਆਖਰਕਾਰ ਮੈਨੂੰ ਇਹ ਦੱਸਣ ਤੋਂ ਪਹਿਲਾਂ ਕਿ ਉਹ ਇਸ ਨੂੰ ਅਜੇ ਵੀ ਵਾਰੰਟੀ ਵਿੱਚ ਹੋਣ ਦੇ ਕਾਰਨ ਇੱਕ ਸਮਾਨ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਲਈ ਬਦਲ ਦੇਣਗੇ।

ਮੈਂ ਠੀਕ ਕਹਿੰਦਾ ਹਾਂ ਅਤੇ ਉਹ ਮੈਨੂੰ ਬਦਲਣ ਲਈ ਇੱਕ ਇਨਵੌਇਸ ਭੇਜਦੇ ਹਨ। ਇਨਵੌਇਸ ਇੱਕ ਵੱਖਰੀ ਵਿਸ਼ੇਸ਼ਤਾ ਹੈ।"
24529,negative,anger,@Dell ਦਾ ਬਾਈਕਾਟ ਕਰਨਾ https://t.co/hn7bvDQTiG
5764,negative,disgust,"@Dell ਡੇਲ ਨਾਲ ਇਸਦਾ ਅਸਲ ਮਾੜਾ ਤਜਰਬਾ ਹੈ, ਜੋ ਮੈਂ 22 ਮਈ 2022 ਵਿੱਚ ਆਪਣਾ ਲੈਪਟਾਪ ਲਿਆਇਆ ਸੀ ਖਰਾਬ ਹੋ ਗਿਆ ਸੀ ਜੋ 2 ਮਹੀਨਿਆਂ ਦੀ ਮਿਆਦ ਵਿੱਚ ਵੀ ਪੂਰਾ ਨਹੀਂ ਹੋਇਆ ਸੀ https://t.co/CKkM5CWS62"
20790,negative,anger,"@Dell ਤੋਂ ਕਿੰਨੀ ਮਾੜੀ ਤਕਨੀਕੀ ਸੇਵਾ ਹੈ

ਬਚੋ ਬਚੋ ਬਚੋ"
5255,positive,optimism,"ਨਵਾਂ ਕੇਸ ਸਟੱਡੀ: ਇੱਕ ਵਧੀਆ ਬ੍ਰਾਂਡ-ਗੇਮ ਭਾਈਵਾਲੀ ਪ੍ਰੋਗਰਾਮ ਬਣਾਉਣ ਲਈ ਰਚਨਾਤਮਕਤਾ, ਉਦਯੋਗ ਦੇ ਗਿਆਨ, ਅਤੇ ਗੇਮਰ ਦਰਸ਼ਕਾਂ ਨਾਲ ਡੂੰਘੇ ਸਬੰਧ ਦੀ ਲੋੜ ਹੁੰਦੀ ਹੈ। 🎮✨

👀ਪਤਾ ਕਰੋ ਕਿ ਕਿਵੇਂ @Dell ਸੰਭਾਵੀ ਭਾਈਵਾਲਾਂ ਦੀ ਪਛਾਣ ਕਰਨ ਅਤੇ ਸਫਲਤਾ ਨੂੰ ਟਰੈਕ ਕਰਨ ਲਈ Newzoo ਮਾਹਰ ਦੀ ਵਰਤੋਂ ਕਰਦਾ ਹੈ? https://t.co/JKmYd4UrWQ https://t.co/iiBLKs0k1n"
4377,positive,joy,@Dell @miyavi_ishihara ਸੁਪਰ
11717,positive,joy,"@Dell #PowerStore, #PowerMax ਅਤੇ #PowerFlex ਵਿੱਚ 500 ਤੋਂ ਵੱਧ ਸਾਫਟਵੇਅਰ ਐਡਵਾਂਸਮੈਂਟਾਂ ਮੌਜੂਦਾ ਗਾਹਕਾਂ ਨੂੰ ਬਿਨਾਂ ਕਿਸੇ ਕੀਮਤ ਦੇ ਤੇਜ਼ ਡਾਟਾ ਇਨਸਾਈਟਸ, ਬਿਹਤਰ ਮਲਟੀ-ਕਲਾਊਡ ਡਾਟਾ ਕੰਟਰੋਲ ਅਤੇ ਵਧੀ ਹੋਈ ਸਾਈਬਰ ਲਚਕੀਲਾਤਾ ਪ੍ਰਦਾਨ ਕਰਦੀਆਂ ਹਨ।

https://t.co/okiSpubzbP"
13967,negative,anger,"@MalikAshok @AlokOhrie @MichaelDell @Dell ਜਦੋਂ ਉਹ ਤੁਹਾਡੇ ਨਾਲ ਅਜਿਹਾ ਕਰ ਸਕਦੇ ਹਨ, ਤਾਂ ਕਲਪਨਾ ਕੀਤੀ ਜਾ ਸਕਦੀ ਹੈ ਕਿ ਉਹ ਆਮ ਲੋਕਾਂ ਨਾਲ ਕਿੰਨਾ ਚੰਗਾ ਕਰ ਰਹੇ ਹੋਣਗੇ।"
4279,positive,joy,@Dell : @morrisjc ਹਾਂ! ਸਾਨੂੰ ਬਹੁਤ ਖੁਸ਼ੀ ਹੈ ਕਿ ਤੁਸੀਂ ਇਸਨੂੰ ਪਸੰਦ ਕਰਦੇ ਹੋ 🙌 https://t.co/4kiKS1kpes https://t.co/ptcnbuHnsI
14753,neutral,anticipation,@Myraz_lol @elonmusk @MichaelDell @Twitter @Dell @emc ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ
8183,positive,joy,#TechYoutuber ਹੋਣ ਬਾਰੇ ਸਭ ਤੋਂ ਵਧੀਆ ਗੱਲ ਇਹ ਹੈ ਕਿ ਤੁਹਾਡੀਆਂ ਧਾਰਨਾਵਾਂ ਗਲਤ ਸਨ @Dell XPS 9320 ਅਤੇ @Razer Blade 14 - Makr ਯਕੀਨੀ ਬਣਾਓ ਕਿ ਤੁਸੀਂ ਚੈਨਲ ਨੂੰ ਸਬਸਕ੍ਰਾਈਬ ਕੀਤਾ ਹੈ
15575,positive,anticipation,"ਹੈਰਾਨ ਹੋ ਰਹੇ ਹੋ ਕਿ GitHub ਐਂਟਰਪ੍ਰਾਈਜ਼ ਦੇ ਸਾਰੇ ਲਾਭਾਂ ਨੂੰ ਕਿਵੇਂ ਵਧਾਇਆ ਜਾਵੇ? 💫

@Dell ਅਤੇ @BlueYonder ਆਪਣੇ ਸਮੇਂ-ਤੋਂ-ਬਾਜ਼ਾਰ ਨੂੰ ਤੇਜ਼ ਕਰਨ ਲਈ ਵਰਤਦੇ ਹੋਏ ਔਜ਼ਾਰਾਂ ਅਤੇ ਤਕਨੀਕਾਂ ਬਾਰੇ ਸੁਣਨ ਲਈ 27 ਅਪ੍ਰੈਲ ਨੂੰ #GitHubInFocus 'ਤੇ ਆਪਣੇ ਸਵਾਲ ਲਿਆਓ। https://t.co/TdYkq9Qq4U"
16040,positive,optimism,"@Abhasl @consumerforum_ @Dell_IN @Dell_Edge @Dell ਪਹੁੰਚਣ ਲਈ ਧੰਨਵਾਦ! ConsumerAffairs ਇੱਕ US-ਅਧਾਰਤ ਨਿੱਜੀ, ਸੁਤੰਤਰ ਵੈੱਬ-ਆਧਾਰਿਤ ਖਪਤਕਾਰ ਖ਼ਬਰਾਂ, ਸਮੀਖਿਆਵਾਂ ਅਤੇ ਸਰੋਤ ਕੇਂਦਰ ਹੈ। ਅਸੀਂ ਕੋਈ ਸਰਕਾਰੀ ਏਜੰਸੀ ਨਹੀਂ ਹਾਂ ਅਤੇ ਖਪਤਕਾਰਾਂ ਦੀ ਤਰਫੋਂ ਸਿੱਧੇ ਤੌਰ 'ਤੇ ਵਕਾਲਤ ਜਾਂ ਜਾਂਚ ਨਹੀਂ ਕਰਦੇ ਹਾਂ। ਤੁਹਾਡਾ ਦਿਨ ਅੱਛਾ ਹੋਵੇ!"
9346,positive,joy,@brittlestar @Dell @intelcanada ਇਹ ਮੇਰੇ ਲਈ ਨਹੀਂ ਹੈ ਪਰ ਮੇਰੇ ਭਰਾ ਅਤੇ ਉਸਦੇ ਪੁੱਤਰ ਨਿਕੋਲਸ ਲਈ ਹੈ ਜੋ ਔਟਿਸਟਿਕ ਹੈ। ਹਾਲਾਂਕਿ ਉਹ ਟੈਬਲੇਟਾਂ ਰਾਹੀਂ ਸੰਚਾਰ ਕਰਨ ਵਿੱਚ ਅਦਭੁਤ ਹੈ - ਜਿਸਨੂੰ ਉਸਨੂੰ ਸਾਂਝਾ ਕਰਨਾ ਪੈਂਦਾ ਹੈ (ਆਮ ਤੌਰ 'ਤੇ ਮੇਰੇ ਜਾਂ ਉਸਦੇ ਮਾਪਿਆਂ ਦੇ ਫ਼ੋਨ) ਇਹ ਉਹਨਾਂ ਦੋਵਾਂ ਨੂੰ ਆਪਣੇ ਕੰਪਿਊਟਰ ਨਾਲ @ ਆਗਿਆ ਦੇਵੇਗਾ- ਕੋਈ ਸਾਂਝਾਕਰਨ ਨਹੀਂ :)
16089,neutral,surprise,@PatrickMoorhead @Dell @SonyAlpha ਮੈਂ ਹੈਰਾਨ ਸੀ ਕਿ ਜਦੋਂ ਮੈਂ ਉਹਨਾਂ ਦੀ ਸਾਈਟ ਦੀ ਜਾਂਚ ਕੀਤੀ ਤਾਂ ਉਹਨਾਂ ਕੋਲ ਲੈਂਸ ਸਨ ਪਰ ਕੋਈ ਵੀ ਲਾਸ਼ ਨਹੀਂ।
11313,positive,anticipation,@J3zz1T @Dell @Alienware ਅਸੀਂ @J3zz1T ਨੂੰ Twitch @Dell @Alienware 'ਤੇ ਵਾਪਸ ਚਾਹੁੰਦੇ ਹਾਂ
23864,positive,joy,"ਅੱਜ ਕੁਝ ਪਾਗਲ ਚੰਗੇ ਸੌਦੇ! 🇺🇸

💻 $576 ਦੀ ਛੋਟ @Dell XPS 15 w/ RTX 3050 TI &amp; ਮੁਫ਼ਤ @Bluemicrophones ਯੇਤੀ ਨੈਨੋ
🎮 ਅੱਧੀ ਕੀਮਤ ਵਿੱਚ ਗਲੈਕਸੀ ਦੇ ਸਰਪ੍ਰਸਤ
🎧 @soundcoreaudio ਲਿਬਰਟੀ ਏਅਰ 2 ਪ੍ਰੋ $100 ਤੋਂ ਘੱਟ ਵਿੱਚ

ਅਤੇ ਹੋਰ ਬਹੁਤ ਕੁਝ 👇

https://t.co/PRhZDOvUym"
4222,neutral,joy,@reviewsfornerds @LenovoThinkPad @CanonUSA @Dell @fitbit @madebygoogle @Logitech @Lenovo ਇਹ ਇੱਕ ਕੈਨਨ 15-35 ਹੈ
1728,negative,anger,"@MichaelDell @AlokOhrie
@DellCares @Dell
ਦਿਨ 22 ਮੇਰੀ ਸ਼ਿਕਾਇਤ ਦਾ ਹੱਲ ਨਹੀਂ ਹੋਇਆ

ਧੰਨਵਾਦ🙏

https://t.co/fe5iaYhQW7"
